lemma,f
actuary,5
make-your-mind-up,1
private-sector-led,2
fast,881
half-decent,9
iridescent,2
corbynite,18
buffet,54
misalign,2
designation,9
rioting,91
check-up,3
danger,1092
aggrieve,4
four-door,1
niece,17
remodel,22
brittleness,1
ultimatum,75
pointy,7
rival,932
near-record,9
floristry,1
newfound,24
socio-political,5
hindrance,14
ad-hoc,7
olympic,70
wrestle,105
startup,34
receipt,512
switchboard,30
petite,10
neo-reaganite,1
border-free,1
type,588
minor,257
fantastical,26
toil,39
punctuate,32
gaming,27
fertilisation,3
sub-surface,1
much-trumpeted,8
one-word,4
self-correcting,6
pasting,4
fco,2
sideswipe,5
string,370
boomlet,2
origin,168
button,104
cappuccino,7
discretionary,94
mid-2012,8
egalitarianism,11
anti-terror,16
bubonic,1
dispel,51
highway,64
humorist,1
ziggurat,2
credentials,124
belongings,11
fed,8
equivalence,8
re-establishment,2
legwork,1
bohemian,28
circulate,105
arrow,31
demotic,7
recessive,2
chairmanship,15
non-stop,26
majestic,20
headteacher,150
foreseeable,93
reverberation,7
indict,11
snag,18
branded,14
layout,12
trotskyite,9
respite,97
sympathetic,151
state-controlled,23
illustrated,11
malignancy,1
import,446
meteoric,14
hotelier,28
gastrodome,1
tall,123
defect,100
unspoilt,5
south-west,91
handiwork,4
investigator,52
missive,23
anachronism,11
visitor,409
swoop,24
radish,10
arbitrate,2
titillate,3
angelic,1
malpractice,18
pre-eminent,28
tendinitis,1
pro,101
not-too-distant,2
visualisation,13
treatise,4
ore,23
dictatorship,167
dusty,24
obliteration,5
hundredth,2
middle-income,107
clifftop,3
powertrain,1
appreciate,247
latent,22
atheist,33
estimation,11
shia,15
countrywoman,1
skewed,53
blackstone,4
prognostication,3
biscotto,1
confront,487
chart,280
bustle,18
quotidian,5
all-new,4
priggish,2
verve,13
warner,2
bathe,11
preordained,2
steering,15
bleeding-heart,2
miliband-led,3
o,85
south-facing,2
installation,98
downtown,51
nice,525
flipside,24
british-born,9
gibe,1
dodge,120
lumpen,5
billy-o,2
expire,176
reconfigured,2
off-market,2
cleft,1
buttermilk,1
anti-racism,16
inclusive,145
pen,113
palm,35
coop,3
satin,12
personify,25
accommodative,11
pierce,16
thesp,4
a,306
re-balancing,3
non-toxic,2
cockroach,7
auspicious,15
recourse,42
demonisation,34
indebt,1
hint,546
jagged,17
jaunty,15
perceptible,9
fortuitous,7
availability,105
frailty,29
hubcap,2
pendant,7
sensitivity,66
destabilise,110
emphasise,363
slap,90
impartiality,25
borrow-and-spend,2
waylay,9
trepidation,25
marinate,4
computerised,10
intense,330
polluter,9
cinematic,22
poignancy,6
coastal,43
scrooge,4
borderland,1
mutualising,1
fellowship,17
anodyne,9
flimflam,1
ftse,1356
leed,34
neo-marxist,2
courage,238
earthly,6
snarled-up,1
abode,4
vice-versa,2
left,2715
high-stakes,33
majeure,3
occupy,530
consequence,1392
halo,10
accretion,8
gamesmanship,2
slaying,4
grammar-school,1
evaporate,88
millionth,5
many-splendoured,1
satisfaction,133
five-year-old,25
portfolio,193
talker,6
generalist,5
crippling,122
in-demand,3
portico,1
prosecute,82
non-food,30
finished,4
eponymous,26
over-simplistic,2
warden,20
annex,13
acevo,4
interrogator,1
democratically-elected,1
uncelebrated,3
variation,118
effortless,12
money-making,13
plentiful,40
bous,3
conservation,66
in-line,5
five-figure,4
lady,247
premarital,1
pre-blair,2
native,128
disqualification,12
equation,74
high-rolling,1
hillside,16
filtration,4
engagement,267
party-political,17
knight,43
underinvest,2
breeding,15
chicken,148
hyperinflation,29
convoy,21
sun-drenched,3
whsmith,2
shot,420
convulsive,8
fiddle,74
brawn,3
savvy,39
supplicant,11
extractor,3
rude,74
incapable,107
homeland,79
day-glo,1
hiv,89
longterm,22
fsc,2
vice-chair,22
inoculate,11
plateaue,2
processing,35
tosh,5
worker,4501
objet,3
harmony,65
towering,26
eye-catching,44
pathologist,11
oilfield,10
fil,2
colander,3
over-simplification,1
conduct,642
waiter,37
den,16
propagate,10
re-open,34
announcement,1032
unearth,36
unlawful,21
neurosis,7
opening,553
cluster,97
motivation,129
15-foot,4
highest-earning,4
gender,411
dignified,52
trill,7
current,3911
pencilled-in,2
seismic,54
emancipate,6
three-dimensional,7
renounce,30
epidemic,83
bailed-out,75
campness,2
otiose,1
leisure,190
full-scale,60
smattering,25
point-scoring,17
coupling,7
damson,1
seizure,28
hashtag,74
highest-ranking,6
trousers,87
take-up,69
plummy,3
mid-1960,1
12-minute,1
grandmaster,2
trader,749
motorbike,28
slanging,8
welcome,1831
mothbal,22
impression,352
puzzlement,11
pastiche,6
implacable,21
obstinacy,4
avert,239
cornucopia,5
reinhart-rogoff,1
above,120
parasitic,9
upgrading,6
succession,119
peck,1
mid-2008,2
icon,78
callousness,21
broadbased,1
laud,56
vibes,4
mural,34
droplet,1
ja,1
beer,180
arab,8
in-play,1
back-pedal,1
thrill,126
outward,25
auto,32
rave,57
postgraduate,39
showcase,105
fallback,15
evoke,114
ruritanian,3
wildfire,13
brim,31
well-functioning,4
childminder,12
untroubled,5
spine-chilling,2
worry,1980
disempowerment,5
drainage,12
discounting,18
lunar,3
exception,355
fine-tuned,9
often-forgotten,1
shredding,15
heroin,46
illicit,35
obstreperous,1
knot,35
longest-serving,27
two-part,14
squelch,1
sum,802
discrepancy,22
relocation,21
lifestyle,220
yawn,38
midriff,2
boarded-up,21
relevance,74
parentage,3
fit,790
fanfare,37
out-and-out,15
synchronicity,2
reburial,9
disgraced,36
inadequate,184
testis,1
severity,114
quilt,16
conquer,38
hoped-for,20
aristocratic,28
rooney,2
incandescent,9
300-year,4
non-commercial,4
refusing,7
brush,131
speakeasy,2
biggest-selling,7
zesty,1
bouzoukus,1
red-alert,1
boarder,1
dwarf,81
32-page,3
wiretap,7
need,16600
oversight,111
zinc,6
je,16
harbourside,2
strict,287
pricewaterhousecooper,7
forward-thinking,10
40-odd,7
african-american,10
overwhelming,290
outlaw,63
adornment,3
cymru,36
mantel,1
bond-buying,87
railway,394
undisputed,14
geranium,4
yewtree,6
chronic,177
high-value,19
boatman,1
brasserie,2
machinegun,1
scrapbook,1
early-warning,1
cauterise,6
undimmed,13
amateurish,10
hosepipe,7
accident-prone,14
cheated,3
enclosed,5
leopard,5
laurel,11
ordure,2
intractable,46
cameraman,8
eye-catcher,1
plague,101
warplane,1
mastery,24
oik,5
bundestag,3
couple,1575
fingertip,17
midday,66
metaphor,148
pocketbook,1
despatch,31
low-earner,4
flexitime,1
61-year-old,10
delaying,4
macro,43
kbc,1
spacious,18
day-to-day,173
noxious,16
asia-pacific,1
landscaped,3
graze,4
carnal,4
primacy,35
slink,4
lust,20
chervil,1
bread,175
lower-paid,12
chemical,73
eight-page,3
foucault,1
hotdog,2
decibel,7
grunge,9
picturesque,27
reimpose,6
increase,8161
goggles,12
spanking,11
mid-december,25
dean,9
reborn,20
court-ordered,1
developer,290
high-margin,1
defiance,127
supercommittee,4
ballyhoo,4
famine,58
vacuity,11
cock-up,7
mouthwater,1
mod,153
ow,12
credit-worthy,2
anti-semitic,4
urbanism,4
flavoursome,2
caseload,39
excellent,343
pitched,8
culprit,66
runoff,33
freebie,15
filmmaker,18
limbo,51
this,3
oop,4
cassette,8
refill,3
disturbance,47
emerge,2103
correspondent,470
upload,33
ejector,3
temperate,1
reserve,1358
worklessness,42
abuser,20
ministerial,337
provocative,86
six-cylinder,1
pony-tailed,8
anger,1081
curriculum,170
fireman,17
battered,78
snappy,6
coolness,9
playboy,10
baccalaureate,11
aim,1929
self-awareness,11
post-bling,1
authority,2610
valid,81
stygian,1
all-knowing,3
leftwinger,105
fatigue,66
hi-tech,70
perilous,71
shrewdness,6
devo,40
bog,30
diver,12
micro-business,3
require,2375
dull,155
apple,71
unfunded,48
blogosphere,19
manager,1416
predispose,9
full-page,9
red-eyed,2
artefact,24
double-edged,16
analytic,9
mystic,10
aa,67
pest,26
grocery,92
sudden,265
englishness,14
floaty,4
post-bureaucratic,1
t-bill,2
sheet,394
savings,1542
driftwood,3
austerity-loving,4
de-industrialization,1
premier,212
gander,2
interpersonal,4
showtime,2
horrendous,46
madcap,9
talentless,2
quackery,4
vegetation,6
high-taxing,1
deaf,62
lunacy,15
volunteering,7
latex,3
sikh,8
far-left,128
centre-stage,16
inadequacy,43
mantelpiece,8
banquet,35
allegiance,67
brutal,355
ex-pm,2
masculinity,14
climate-change,7
critical,886
cease,147
behead,6
pen-and-ink,1
trade,3217
appealing,61
counter-revolutionary,1
bit-part,4
ceo,102
tracker,49
peashooter,1
sagacious,2
efficient,272
deep-rooted,38
out-of-date,14
mudslinging,5
statefunded,1
faceless,23
au,14
beaten,7
font,17
downfall,34
omnishamble,39
wish-fulfilment,1
bookie,41
complexity,167
kudos,20
fritter,16
specific,562
debase,12
incalculable,13
chairwoman,6
people-smuggler,1
didact,1
implausible,34
gloom,213
laughable,48
mesmerising,6
rock-star,3
beware,66
hampshire-based,1
triviality,5
wealthy,946
hundredfold,1
ice,122
snatcher,4
unqualified,31
nub,14
designate,88
second-half,4
loafer,2
infidelity,5
misuse,74
pseudo,4
regimented,4
teeth-grinding,1
merchandising,9
watertight,11
unwieldy,15
re-enact,9
connoisseurship,1
script-writer,1
accurate,136
abstention,61
follow-up,36
martinet,1
worried,263
tasty,21
airliner,4
silver-plated,1
2020,2
flourish,245
rumble,68
highest-rated,1
nurture,124
duo,59
mini-summit,11
class,2500
exam,132
quadrille,1
extra-wide,1
one-size-fits-all,47
bonhomie,12
seniority,22
gentleman,95
vote-winning,8
lupus,4
infotainment,1
performance,1602
marvellous,54
risque,4
adamant,99
pooch,4
inducement,12
two-tier,52
unnerved,20
indelible,7
ungovernability,7
overspending,57
remaster,3
desecration,5
large-format,2
entrepreneurialism,8
counsel,113
liquid,45
emulate,68
particle,10
low-skill,7
adenoidal,1
waterway,14
ricochet,9
europe-wide,62
acrimony,29
surreal,57
krona,15
illuminated,4
use,8739
grape,52
technicolour,6
tongue-tied,3
eloquent,50
overrate,8
multiplex,4
repossession,43
heartstrings,3
intemperance,1
euro-turmoil,1
slash,1040
physiotherapist,11
ruffle,21
foresee,134
taxidermist,1
site-specific,2
compelling,211
high-grade,7
exterminate,4
gatecrash,9
indisputable,18
fearfulness,1
reckless,259
sleepwalk,24
re-assessed,1
buildup,30
cost-cutter,2
not-for-profit,46
collect,420
foreboding,25
peasant,38
lounger,4
eight-week,1
well-coached,1
incarcerate,7
being,144
self-financing,6
multitude,45
eleventh,8
unpayable,36
recommendation,439
hq,68
ordain,17
overbearing,19
matter,2554
relation,722
illuminate,55
chinese-made,3
tingle,6
feminist,302
pronunciation,6
sackcloth,2
plotless,1
uh-oh,1
catastrophe,314
fundraiser,42
rolled-up,3
science-fiction,1
media,2700
horrific,59
postcode,55
pro-growth,58
chloroform,1
extreme-left,1
gift,372
best-educated,3
vitiate,3
farming,60
ramp,111
veranda,4
disrepute,13
clog,29
expert,1207
bovine,9
no-growth,2
extravaganza,13
exemplar,15
under-priced,1
elect,1711
candidature,5
heighten,199
charismatic,121
jacuzzi,1
self-referential,2
thrum,6
jettison,46
cable,94
xenophobic,77
headway,63
caring,75
method,256
larder,5
well-placed,57
ever-richer,1
sugared,1
misdiagnosed,2
avoid,2055
iceberg,53
impossibility,32
lse,30
timelessness,3
two-week,31
muff,4
tricolour,5
reassuring,61
unenviable,25
voluminous,12
honeycomb,2
anel,2
xus,43
witchcraft,14
well-heeled,40
cobble,57
fishery,17
rock-bottom,42
debar,2
truck,111
maximise,104
steamroller,10
certain,1254
extravagance,48
clearing,15
20-month,7
worthlessness,2
flavour,135
scaling,7
high-beta,3
abortion,128
pectoral,1
endoscopy,2
teach,548
geographical,67
gainsay,3
politicisation,3
squat,77
nt,12
proper,547
kilogram,3
remark,577
promotional,38
callaghan,3
androgynous,2
cent,457
whoop,21
easing,557
misanthropic,3
self-absorbed,3
stakeholder,68
almanac,10
newish,3
end-all,6
radiography,2
van-load,1
verdict,409
unquoted,2
solvency,92
heady,67
meditate,10
braided,2
craving,24
coal-fired,11
forerunner,24
no-fault,9
francoist,11
elevation,33
dreaded,30
balanced-budget,3
polymer,1
decay,62
enabler,18
entreaty,1
bequest,6
secretary,4169
fold,97
punctual,4
erroneous,16
booker-shortlisted,3
fondant,1
disconcerted,3
crocodile,20
cruelty,74
unjustifiable,19
moving,19
austerity-linked,1
flautist,2
scrabble,35
incipient,18
two-bedroom,22
indignado,123
local-authority,6
demonstrator,324
charter,243
citrus,1
voter,5112
anti-german,25
reviewer,29
part-funded,4
attritional,1
herbal,4
hardliner,69
originate,47
thirty,5
lehman-style,2
wishbone,1
viciousness,5
search,528
multi-year,23
similarity,76
siting,1
awful,285
unambitious,9
hark,47
untitled,2
gossipy,8
midterm,44
enlarged,28
poverty-stricken,7
refusal,321
ex-director,1
pine,33
perpetrator,62
over-regulated,3
rationalise,28
58-minute,1
gorgeousness,2
all-expenses-paid,3
preservation,29
childless,17
truss,6
sous,2
preposition,2
250-year-old,1
depose,35
guise,59
industrialist,35
26-year-old,24
avant-garde,20
misleading,102
free-floating,6
policeman,87
sectarian,39
suspension,85
hunker,24
cover-up,22
owing,17
symbol,266
trap,478
300-member,14
ambit,7
shortage,417
roller,9
infirm,15
psychobabble,3
symbolism,63
gullet,4
drink-driving,6
manpower,18
debater,4
bolero,2
24-hour,99
top-drawer,1
fickle,22
special,1097
guilt-free,3
scruffy,10
car-maker,2
kickback,25
plughole,2
lingo,6
silicone,1
compact,253
deckchair,16
fewest,8
daredevil,3
swap,496
officialdom,9
lowering,19
hire,466
six-day,11
orderly,117
heartlessness,5
reshuffle,205
morse,2
weapon,554
dissonance,24
swot,7
cowbell,1
rampage,28
multi-coloured,3
cross,520
prescriptive,8
viceroy,7
love-letter,1
sleuth,4
writeoff,13
specifics,49
clear-sighted,3
grazing,16
deliberate,135
long-feared,2
infield,1
superstar,26
hoot,12
blanch,4
mishap,14
low-cost,64
hurly-burly,3
cruncher,11
tv,1645
call-up,3
awol,4
t,227
pre-emptive,26
resettlement,12
miscalculation,26
savagery,27
overshoot,53
collar,48
jab,27
ladder,148
anti-politics,44
violin,13
tenuous,16
combustion,6
catch-all,24
pertinent,37
slow-burn,5
six-pack,4
cartel,55
po-faced,8
bathtub,5
gravitas,32
leaner,4
ó,2
fortitude,14
inferno,6
non-consumption,2
bulb,20
outlying,11
justice,1374
10-minute,13
mortgage-free,2
frontbench,117
student,2616
two-round,4
blame,2036
apparatchik,21
duke,15
unsettle,55
byte,2
substitute,113
gail,10
feeding,11
flash-mob,1
soundtrack,49
reconstitution,2
twenty-something,1
abstain,127
terrorism,191
grafter,8
team,2245
protestant,30
sauvignon,3
profess,53
revisionist,11
adroit,4
villainous,9
dune,2
ex-kgb,1
insurer,104
ever-soaring,1
shale-gas,1
brass,58
harbinger,34
prosecution,118
reserved,12
motel,5
self-pity,12
coffer,137
neighbour,524
bass,39
camera,333
newby,1
desiccated,10
suppertime,1
balanced,371
tenant,329
disapproving,1
slump,824
reinterpret,10
preppy,3
cheffy,1
yam,1
racegoer,1
olivier,1
bolshy,2
labour,12293
immanent,1
under-21,22
rump,51
biofuel,14
single-sex,1
proficient,6
university,1692
depreciation,66
closed-shop,10
grievous,18
doom-laden,2
lawful,16
demand-led,3
unknowing,4
wire-tapped,1
brexit-related,1
indecisive,22
bellow,21
sensationalism,2
minotaur,2
unearthing,3
adverse,98
nomination,207
stern,59
print-out,1
gift-wrapping,1
slam,113
higher-yielding,2
chemr,3
baby-faced,1
aaa-credit,4
wishlist,15
handout,138
preoccupation,55
byzantine,21
front-run,1
self-catering,4
disloyalty,13
understudy,5
postbox,2
tweeting,1
vanquish,10
excoriation,1
android,17
vicinity,8
melting,17
max,61
sensuality,13
beachfront,6
taxpaying,2
keeper,32
four-storey,3
mad,222
seminal,44
legislate,84
fourth-largest,18
torchlit,1
accidental,51
hostage,85
pork,38
aberration,21
functionalist,1
rioja,1
mammoth,37
earthy,9
match-winner,3
aquarium,3
by-election,18
scattering,10
drive-by,8
anti-big,1
bare-knuckled,1
assemble,195
able,2949
flamingo,2
om,5
panic,559
vital,887
strictness,3
observance,7
quangocrat,2
tipster,5
price-fixing,6
nix,2
tactic,431
front-load,5
urbanity,1
defeat,1177
liquidate,15
unhamper,1
liqueur,1
excel,40
fn,28
guest,261
franc,69
spatial,17
under-estimate,3
proxy,56
money-off,3
17-strong,1
three-stage,5
crest,16
rover,2
sweaty,18
13-week,5
mo,19
sugary,20
raiser,3
shift,1729
sweat,71
showroom,22
synergy,18
scrum,16
pool,383
craftmanship,1
voicelessness,1
draconian,259
abandonment,59
celebration,277
negotiate,803
verbal,42
torpedo,32
anti-eu,118
give-away,10
unlimited,127
avian,1
congregation,26
eminence,12
disgruntlement,12
non-job,4
padlock,3
spanish,2404
commute,57
wakeup,7
mr,91
ec,35
genuflection,3
decorative,22
picking,2
peachy,1
demand-side,6
whiskey,5
embed,98
fatalism,29
investigation,516
honeysuckle,1
clutch,115
blue-blooded,1
revitalise,46
sluggishness,14
scum,53
external,330
substantive,75
dogmatist,4
adorn,34
eye-popping,6
cost-efficient,7
lovable,18
policymaking,56
roll,959
shire,50
co-ordinating,2
purée,2
inefficiency,56
temperance,1
fasttrack,1
stern-faced,1
hoik,2
lift,691
over-indebted,13
understaff,5
mollycoddled,1
crude,296
archetype,10
agreed,46
swirling,2
airstrip,1
oligarch,112
epicurean,1
only,2634
airspace,14
pedestrianise,5
damnedest,2
surprised,91
seaside,68
piping,5
automate,32
levitation,1
accede,19
everyday,233
admission,300
eminent,40
lp,19
temper,123
bravery,37
urban,349
overtime,49
folder,5
look,10001
criticised,3
nnp,1
gov,7
fou,1
overclass,2
post-marxist,3
inconceivable,65
roadshow,9
blunderbuss,9
worthiness,9
waltz,11
pose,613
oppressed,13
earphone,2
walk,1210
right-winger,3
rhino,5
cacophonous,3
fact,3713
unfailing,2
capitalisation,14
hub,166
flipper,3
debunking,4
australian,236
lecturer,191
transmit,28
artsy,2
tropical,20
nonchalant,6
footdragging,1
shiny,60
evaluation,68
seven-year-old,17
distributor,20
well-intentioned,22
speedometer,1
fiesta,7
limelight,25
credulity,12
blackleg,1
shrink,1213
cellist,3
high-technology,1
steamy,2
tanning,3
rematch,3
hide,468
cinched,1
prizegiving,3
chorus,136
gargantuan,37
panoramic,7
blighted,56
accustom,34
thrash,73
scandal-hit,5
remodelling,3
under-employed,8
secure,1457
ambivalence,28
classy,18
xiius,2
stadium,232
telly,60
reappraise,6
convulsion,11
unequalled,5
prophecy,46
childish,22
diffidence,2
sub-editor,2
wrv,2
barley,9
sultan,6
devine,14
nucleus,2
providence,3
bolster,236
two-year,203
seminarian,1
unreleased,1
love,1737
norwegian,45
scorch,8
ex-barclays,1
supremacy,32
dustman,4
insouciant,11
empowering,4
high-fashion,3
µ,10
challenger,144
malicious,11
psy,2
exert,99
mpc,61
disenchantment,32
carnivorous,1
tactile,4
long-run,19
unnoticed,51
self-knowing,1
tournament,146
countenance,59
plaice,1
non-payment,27
formaldehyde,1
paralympic,6
ringlet,1
aka,5
overstep,12
pauper,16
convoluted,17
predictor,8
pension-fund,1
high-handed,9
telecommunications,20
satirical,39
house-hunter,1
latte,29
overturn,134
high-ceilinged,2
nous,28
coronary,2
higher-risk,5
compromiser,1
regatta,1
colonic,2
overprice,7
river,235
emphasis,394
settlement,437
stoic,14
reconciliation,37
statuary,1
floor,455
whopping,56
thunk,2
keynes-based,1
buying,151
despot,10
super-tanker,1
prehistoric,9
overinflated,1
bleat,18
carolingian,1
heart-warming,2
domesticate,4
filling,8
crestfallen,2
no-nonsense,21
grown,21
simulated,5
quayside,12
courant,2
profitability,76
anti-psychotic,1
blunt,129
cosmic,11
reflective,33
miff,8
bizarre,156
coordination,56
prison,820
decades-old,17
metaphysical,5
unannounced,12
min,97
redundancy,241
shrimp,5
m,1388
rusty,13
